transaction_id,customer_id,product_name,transaction_date
4414,1073,iMac,2022-01-04 01:33:00
4415,1035,AirTag,2022-01-04 01:34:00
4416,1091,HomePod,2022-01-04 01:35:00
4417,1027,Apple Pencil,2022-01-04 01:36:00
4418,1041,iMac,2022-01-04 01:37:00
4419,1042,Mac Mini,2022-01-04 01:38:00
4420,1084,iPhone 14,2022-01-04 01:39:00
4421,1087,iPad 9,2022-01-04 01:40:00
4422,1041,Apple Watch,2022-01-04 01:41:00
4423,1065,MacBook Air,2022-01-04 01:42:00
4424,1054,iPhone 13,2022-01-04 01:43:00
4425,1071,AirPods Max,2022-01-04 01:44:00
4426,1047,iPad Pro,2022-01-04 01:45:00
4427,1090,iPad 9,2022-01-04 01:46:00
4428,1021,MacBook 16,2022-01-04 01:47:00
4429,1026,MacBook Air,2022-01-04 01:48:00
4430,1092,HomePod,2022-01-04 01:49:00
4431,1066,AirPods Pro,2022-01-04 01:50:00
4432,1012,Apple Pencil,2022-01-04 01:51:00
4433,1044,AirPods Pro,2022-01-04 01:52:00
4434,1009,Mac Mini,2022-01-04 01:53:00
4435,1099,Apple Pencil,2022-01-04 01:54:00
4436,1008,MacBook 16,2022-01-04 01:55:00
4437,1053,iPad Mini,2022-01-04 01:56:00
4438,1026,iPad 9,2022-01-04 01:57:00
4439,1033,Apple Pencil,2022-01-04 01:58:00
4440,1000,Apple Watch,2022-01-04 01:59:00
4441,1031,MacBook 16,2022-01-04 02:00:00
4442,1088,Mac Mini,2022-01-04 02:01:00
4443,1092,iPad Mini,2022-01-04 02:02:00
4444,1070,MacBook Air,2022-01-04 02:03:00
4445,1066,iPhone 13,2022-01-04 02:04:00
4446,1083,MacBook Pro,2022-01-04 02:05:00
4447,1019,Apple Watch,2022-01-04 02:06:00
4448,1093,iPhone SE,2022-01-04 02:07:00
4449,1034,AirPods Max,2022-01-04 02:08:00
4450,1098,MacBook 16,2022-01-04 02:09:00
4451,1090,Magic Keyboard,2022-01-04 02:10:00
4452,1089,iMac,2022-01-04 02:11:00
4453,1077,iPhone 13,2022-01-04 02:12:00
4454,1016,HomePod,2022-01-04 02:13:00
4455,1017,iPad Mini,2022-01-04 02:14:00
4456,1044,MacBook Air,2022-01-04 02:15:00
4457,1092,MacBook Pro,2022-01-04 02:16:00
4458,1083,iPhone 13,2022-01-04 02:17:00
4459,1052,MacBook 16,2022-01-04 02:18:00
4460,1090,iPhone 13,2022-01-04 02:19:00
4461,1081,Apple Pencil,2022-01-04 02:20:00
4462,1067,MacBook 16,2022-01-04 02:21:00
4463,1064,MacBook Pro,2022-01-04 02:22:00
4464,1000,Mac Mini,2022-01-04 02:23:00
4465,1057,Apple Pencil,2022-01-04 02:24:00
4466,1025,iPad 9,2022-01-04 02:25:00
4467,1019,AirTag,2022-01-04 02:26:00
4468,1086,iPad Pro,2022-01-04 02:27:00
4469,1009,iPad Mini,2022-01-04 02:28:00
4470,1058,MacBook 16,2022-01-04 02:29:00
4471,1074,AirPods Max,2022-01-04 02:30:00
4472,1040,Apple Pencil,2022-01-04 02:31:00
4473,1004,AirPods Max,2022-01-04 02:32:00
4474,1064,AirTag,2022-01-04 02:33:00
4475,1016,iMac,2022-01-04 02:34:00
4476,1021,AirPods Pro,2022-01-04 02:35:00
4477,1097,iPhone 13,2022-01-04 02:36:00
4478,1040,MacBook Air,2022-01-04 02:37:00
4479,1092,iPad Mini,2022-01-04 02:38:00
4480,1067,Apple Watch,2022-01-04 02:39:00
4481,1068,iPhone 14,2022-01-04 02:40:00
4482,1010,AirTag,2022-01-04 02:41:00
4483,1055,AirPods,2022-01-04 02:42:00
4484,1050,Magic Keyboard,2022-01-04 02:43:00
4485,1020,iPhone 12,2022-01-04 02:44:00
4486,1098,AirPods Pro,2022-01-04 02:45:00
4487,1075,iPhone 13,2022-01-04 02:46:00
4488,1025,AirPods Max,2022-01-04 02:47:00
4489,1018,iPhone SE,2022-01-04 02:48:00
4490,1059,AirTag,2022-01-04 02:49:00
4491,1070,iPad Mini,2022-01-04 02:50:00
4492,1046,Apple Pencil,2022-01-04 02:51:00
4493,1070,MacBook 16,2022-01-04 02:52:00
4494,1025,AirPods Pro,2022-01-04 02:53:00
4495,1039,MacBook Pro,2022-01-04 02:54:00
4496,1004,HomePod,2022-01-04 02:55:00
4497,1020,iPhone 13,2022-01-04 02:56:00
4498,1077,HomePod,2022-01-04 02:57:00
4499,1003,HomePod,2022-01-04 02:58:00
4500,1022,iPhone 13,2022-01-04 02:59:00
4501,1083,MacBook Air,2022-01-04 03:00:00
4502,1014,MacBook Pro,2022-01-04 03:01:00
4503,1092,MacBook Pro,2022-01-04 03:02:00
4504,1007,Apple Pencil,2022-01-04 03:03:00
4505,1040,iMac,2022-01-04 03:04:00
4506,1018,iMac,2022-01-04 03:05:00
4507,1045,iPad Pro,2022-01-04 03:06:00
4508,1027,iPhone 13,2022-01-04 03:07:00
4509,1090,Magic Keyboard,2022-01-04 03:08:00
4510,1067,iPhone SE,2022-01-04 03:09:00
4511,1014,AirTag,2022-01-04 03:10:00
4512,1098,iMac,2022-01-04 03:11:00
4513,1036,AirPods,2022-01-04 03:12:00
4514,1000,iPhone 13,2022-01-04 03:13:00
4515,1066,iPhone SE,2022-01-04 03:14:00
4516,1023,iPhone 13,2022-01-04 03:15:00
4517,1026,AirTag,2022-01-04 03:16:00
4518,1039,iPad 9,2022-01-04 03:17:00
4519,1062,AirTag,2022-01-04 03:18:00
4520,1060,iPad Mini,2022-01-04 03:19:00
4521,1035,Mac Mini,2022-01-04 03:20:00
4522,1097,AirPods Max,2022-01-04 03:21:00
4523,1092,AirTag,2022-01-04 03:22:00
4524,1023,Magic Keyboard,2022-01-04 03:23:00
4525,1023,iPhone 13,2022-01-04 03:24:00
4526,1003,iPhone SE,2022-01-04 03:25:00
4527,1066,MacBook Air,2022-01-04 03:26:00
4528,1033,AirTag,2022-01-04 03:27:00
4529,1056,iPhone SE,2022-01-04 03:28:00
4530,1048,MacBook Air,2022-01-04 03:29:00
4531,1086,AirPods Max,2022-01-04 03:30:00
4532,1052,AirPods Max,2022-01-04 03:31:00
4533,1022,iMac,2022-01-04 03:32:00
4534,1068,iPhone SE,2022-01-04 03:33:00
4535,1094,iPhone 14,2022-01-04 03:34:00
4536,1052,AirTag,2022-01-04 03:35:00
4537,1061,iPad Pro,2022-01-04 03:36:00
4538,1040,Mac Mini,2022-01-04 03:37:00
4539,1056,AirTag,2022-01-04 03:38:00
4540,1059,iPhone SE,2022-01-04 03:39:00
4541,1053,iPhone 14,2022-01-04 03:40:00
4542,1069,AirTag,2022-01-04 03:41:00
4543,1056,iPhone 14,2022-01-04 03:42:00
4544,1009,HomePod,2022-01-04 03:43:00
4545,1039,MacBook Pro,2022-01-04 03:44:00
4546,1006,MacBook Pro,2022-01-04 03:45:00
4547,1037,iPhone SE,2022-01-04 03:46:00
4548,1084,Mac Mini,2022-01-04 03:47:00
4549,1060,Magic Keyboard,2022-01-04 03:48:00
4550,1083,iMac,2022-01-04 03:49:00
4551,1002,Apple Watch,2022-01-04 03:50:00
4552,1050,Magic Keyboard,2022-01-04 03:51:00
4553,1085,MacBook 16,2022-01-04 03:52:00
4554,1046,AirPods Max,2022-01-04 03:53:00
4555,1067,AirTag,2022-01-04 03:54:00
4556,1091,iPad 9,2022-01-04 03:55:00
4557,1075,Magic Keyboard,2022-01-04 03:56:00
4558,1037,Apple Watch,2022-01-04 03:57:00
4559,1035,Apple Pencil,2022-01-04 03:58:00
4560,1040,MacBook Air,2022-01-04 03:59:00
4561,1068,iPhone SE,2022-01-04 04:00:00
4562,1012,iPhone SE,2022-01-04 04:01:00
4563,1086,MacBook Pro,2022-01-04 04:02:00
4564,1057,HomePod,2022-01-04 04:03:00
4565,1049,iPad Mini,2022-01-04 04:04:00
4566,1029,iMac,2022-01-04 04:05:00
4567,1061,Apple Watch,2022-01-04 04:06:00
4568,1024,AirPods,2022-01-04 04:07:00
4569,1026,AirTag,2022-01-04 04:08:00
4570,1050,iPad Pro,2022-01-04 04:09:00
4571,1077,iPad Pro,2022-01-04 04:10:00
4572,1056,iPad Pro,2022-01-04 04:11:00
4573,1046,AirPods Max,2022-01-04 04:12:00
4574,1099,Magic Keyboard,2022-01-04 04:13:00
4575,1038,HomePod,2022-01-04 04:14:00
4576,1015,AirTag,2022-01-04 04:15:00
4577,1021,HomePod,2022-01-04 04:16:00
4578,1084,Magic Keyboard,2022-01-04 04:17:00
4579,1053,MacBook Pro,2022-01-04 04:18:00
4580,1020,Mac Mini,2022-01-04 04:19:00
4581,1071,MacBook Air,2022-01-04 04:20:00
4582,1015,AirPods Pro,2022-01-04 04:21:00
4583,1058,iPhone 14,2022-01-04 04:22:00
4584,1030,AirTag,2022-01-04 04:23:00
4585,1041,iPad 9,2022-01-04 04:24:00
4586,1073,HomePod,2022-01-04 04:25:00
4587,1031,Magic Keyboard,2022-01-04 04:26:00
4588,1058,iPad 9,2022-01-04 04:27:00
4589,1033,MacBook Air,2022-01-04 04:28:00
4590,1008,iPad Mini,2022-01-04 04:29:00
4591,1080,MacBook Pro,2022-01-04 04:30:00
4592,1010,Apple Watch,2022-01-04 04:31:00
4593,1095,iPad Mini,2022-01-04 04:32:00
4594,1009,Apple Watch,2022-01-04 04:33:00
4595,1085,iPad Mini,2022-01-04 04:34:00
4596,1016,AirPods Pro,2022-01-04 04:35:00
4597,1067,Apple Watch,2022-01-04 04:36:00
4598,1047,iMac,2022-01-04 04:37:00
4599,1051,Mac Mini,2022-01-04 04:38:00
4600,1024,iPad Mini,2022-01-04 04:39:00
4601,1020,AirPods,2022-01-04 04:40:00
4602,1064,iPhone 12,2022-01-04 04:41:00
4603,1062,AirPods Max,2022-01-04 04:42:00
4604,1088,iPhone 14,2022-01-04 04:43:00
4605,1050,iPad 9,2022-01-04 04:44:00
4606,1035,MacBook 16,2022-01-04 04:45:00
4607,1080,MacBook 16,2022-01-04 04:46:00
4608,1087,MacBook Pro,2022-01-04 04:47:00
4609,1065,Mac Mini,2022-01-04 04:48:00
4610,1014,iPad Mini,2022-01-04 04:49:00
4611,1095,iPhone 13,2022-01-04 04:50:00
4612,1038,MacBook 16,2022-01-04 04:51:00
4613,1069,iPhone 12,2022-01-04 04:52:00
4614,1000,MacBook 16,2022-01-04 04:53:00
4615,1022,Mac Mini,2022-01-04 04:54:00
4616,1038,iPad 9,2022-01-04 04:55:00
4617,1056,MacBook Pro,2022-01-04 04:56:00
4618,1080,iPad Pro,2022-01-04 04:57:00
4619,1033,Apple Watch,2022-01-04 04:58:00
4620,1040,iMac,2022-01-04 04:59:00
4621,1092,Apple Pencil,2022-01-04 05:00:00
4622,1072,iPhone 13,2022-01-04 05:01:00
4623,1012,AirPods,2022-01-04 05:02:00
4624,1069,Mac Mini,2022-01-04 05:03:00
4625,1005,MacBook Air,2022-01-04 05:04:00
4626,1083,iPhone 12,2022-01-04 05:05:00
4627,1051,iMac,2022-01-04 05:06:00
4628,1002,Magic Keyboard,2022-01-04 05:07:00
4629,1080,Mac Mini,2022-01-04 05:08:00
4630,1062,AirPods Max,2022-01-04 05:09:00
4631,1048,iPad 9,2022-01-04 05:10:00
4632,1075,Magic Keyboard,2022-01-04 05:11:00
4633,1046,AirPods,2022-01-04 05:12:00
4634,1054,Apple Watch,2022-01-04 05:13:00
4635,1063,HomePod,2022-01-04 05:14:00
4636,1064,AirTag,2022-01-04 05:15:00
4637,1080,AirPods Pro,2022-01-04 05:16:00
4638,1066,iPhone 13,2022-01-04 05:17:00
4639,1089,iPhone 13,2022-01-04 05:18:00
4640,1014,AirPods Max,2022-01-04 05:19:00
4641,1099,iPhone 14,2022-01-04 05:20:00
4642,1031,iPad 9,2022-01-04 05:21:00
4643,1095,iMac,2022-01-04 05:22:00
4644,1067,iPhone 12,2022-01-04 05:23:00
4645,1017,MacBook Pro,2022-01-04 05:24:00
4646,1082,iPhone 12,2022-01-04 05:25:00
4647,1042,iPhone SE,2022-01-04 05:26:00
4648,1034,Magic Keyboard,2022-01-04 05:27:00
4649,1077,AirPods,2022-01-04 05:28:00
4650,1057,Apple Pencil,2022-01-04 05:29:00
4651,1032,iPad 9,2022-01-04 05:30:00
4652,1013,iPad 9,2022-01-04 05:31:00
4653,1033,MacBook Air,2022-01-04 05:32:00
4654,1060,AirPods,2022-01-04 05:33:00
4655,1003,AirPods,2022-01-04 05:34:00
4656,1087,MacBook Air,2022-01-04 05:35:00
4657,1058,MacBook 16,2022-01-04 05:36:00
4658,1028,HomePod,2022-01-04 05:37:00
4659,1082,AirPods Max,2022-01-04 05:38:00
4660,1005,Magic Keyboard,2022-01-04 05:39:00
4661,1096,MacBook Air,2022-01-04 05:40:00
4662,1048,AirTag,2022-01-04 05:41:00
4663,1039,AirPods Max,2022-01-04 05:42:00
4664,1082,iPad 9,2022-01-04 05:43:00
4665,1064,MacBook 16,2022-01-04 05:44:00
4666,1068,AirPods Max,2022-01-04 05:45:00
4667,1026,iPhone SE,2022-01-04 05:46:00
4668,1079,Mac Mini,2022-01-04 05:47:00
4669,1005,MacBook Pro,2022-01-04 05:48:00
4670,1012,Magic Keyboard,2022-01-04 05:49:00
4671,1063,Mac Mini,2022-01-04 05:50:00
4672,1061,HomePod,2022-01-04 05:51:00
4673,1098,Mac Mini,2022-01-04 05:52:00
4674,1018,iPhone 12,2022-01-04 05:53:00
4675,1075,Apple Watch,2022-01-04 05:54:00
4676,1079,MacBook Pro,2022-01-04 05:55:00
4677,1042,AirPods Pro,2022-01-04 05:56:00
4678,1073,Mac Mini,2022-01-04 05:57:00
4679,1088,iPad 9,2022-01-04 05:58:00
4680,1019,Apple Watch,2022-01-04 05:59:00
4681,1094,iPad 9,2022-01-04 06:00:00
4682,1067,AirTag,2022-01-04 06:01:00
4683,1043,HomePod,2022-01-04 06:02:00
4684,1022,AirPods,2022-01-04 06:03:00
4685,1001,Magic Keyboard,2022-01-04 06:04:00
4686,1021,iPhone 12,2022-01-04 06:05:00
4687,1056,Apple Watch,2022-01-04 06:06:00
4688,1071,MacBook 16,2022-01-04 06:07:00
4689,1006,iPhone 14,2022-01-04 06:08:00
4690,1077,iPhone 12,2022-01-04 06:09:00
4691,1055,Apple Pencil,2022-01-04 06:10:00
4692,1066,iPad Mini,2022-01-04 06:11:00
4693,1015,Apple Watch,2022-01-04 06:12:00
4694,1082,Magic Keyboard,2022-01-04 06:13:00
4695,1050,AirPods,2022-01-04 06:14:00
4696,1081,AirTag,2022-01-04 06:15:00
4697,1079,Apple Pencil,2022-01-04 06:16:00
4698,1071,AirPods,2022-01-04 06:17:00
4699,1096,iMac,2022-01-04 06:18:00
4700,1011,MacBook Air,2022-01-04 06:19:00
4701,1052,MacBook Air,2022-01-04 06:20:00
4702,1074,iPad Pro,2022-01-04 06:21:00
4703,1004,Magic Keyboard,2022-01-04 06:22:00
4704,1026,iPad Pro,2022-01-04 06:23:00
4705,1011,AirPods Pro,2022-01-04 06:24:00
4706,1016,iPad Pro,2022-01-04 06:25:00
4707,1005,AirPods Pro,2022-01-04 06:26:00
4708,1096,iPad Pro,2022-01-04 06:27:00
4709,1004,AirPods Max,2022-01-04 06:28:00
4710,1056,iPhone 14,2022-01-04 06:29:00
4711,1027,Mac Mini,2022-01-04 06:30:00
4712,1077,AirPods,2022-01-04 06:31:00
4713,1068,Mac Mini,2022-01-04 06:32:00
4714,1058,iPad Pro,2022-01-04 06:33:00
4715,1032,iPad 9,2022-01-04 06:34:00
4716,1061,iPad Mini,2022-01-04 06:35:00
4717,1049,Magic Keyboard,2022-01-04 06:36:00
4718,1018,iMac,2022-01-04 06:37:00
4719,1085,Apple Pencil,2022-01-04 06:38:00
4720,1068,Apple Watch,2022-01-04 06:39:00
4721,1065,Magic Keyboard,2022-01-04 06:40:00
4722,1093,MacBook 16,2022-01-04 06:41:00
4723,1046,iPad Pro,2022-01-04 06:42:00
4724,1038,Apple Watch,2022-01-04 06:43:00
4725,1067,Apple Watch,2022-01-04 06:44:00
4726,1032,iMac,2022-01-04 06:45:00
4727,1012,iPhone SE,2022-01-04 06:46:00
4728,1083,iPad Pro,2022-01-04 06:47:00
4729,1053,Mac Mini,2022-01-04 06:48:00
4730,1006,Mac Mini,2022-01-04 06:49:00
4731,1078,Mac Mini,2022-01-04 06:50:00
4732,1086,Mac Mini,2022-01-04 06:51:00
4733,1013,AirPods Max,2022-01-04 06:52:00
4734,1086,iPad 9,2022-01-04 06:53:00
4735,1018,HomePod,2022-01-04 06:54:00
4736,1053,iPad 9,2022-01-04 06:55:00
4737,1092,AirPods Pro,2022-01-04 06:56:00
4738,1019,iPad Pro,2022-01-04 06:57:00
4739,1028,iPhone 13,2022-01-04 06:58:00
4740,1023,iPhone 13,2022-01-04 06:59:00
4741,1081,AirPods Max,2022-01-04 07:00:00
4742,1062,MacBook 16,2022-01-04 07:01:00
4743,1073,Mac Mini,2022-01-04 07:02:00
4744,1056,Magic Keyboard,2022-01-04 07:03:00
4745,1007,iPhone SE,2022-01-04 07:04:00
4746,1089,AirPods Pro,2022-01-04 07:05:00
4747,1061,AirTag,2022-01-04 07:06:00
4748,1028,iPad Mini,2022-01-04 07:07:00
4749,1073,AirPods Pro,2022-01-04 07:08:00
4750,1016,iPad Mini,2022-01-04 07:09:00
4751,1065,MacBook Pro,2022-01-04 07:10:00
4752,1005,iPad Mini,2022-01-04 07:11:00
4753,1057,Magic Keyboard,2022-01-04 07:12:00
4754,1068,iPhone 12,2022-01-04 07:13:00
4755,1027,iPad 9,2022-01-04 07:14:00
4756,1061,iMac,2022-01-04 07:15:00
4757,1040,MacBook Air,2022-01-04 07:16:00
4758,1068,HomePod,2022-01-04 07:17:00
4759,1081,AirTag,2022-01-04 07:18:00
4760,1089,iPad 9,2022-01-04 07:19:00
4761,1083,iPad 9,2022-01-04 07:20:00
4762,1040,AirPods Pro,2022-01-04 07:21:00
4763,1048,iPhone 14,2022-01-04 07:22:00
4764,1090,AirPods,2022-01-04 07:23:00
4765,1048,AirPods Pro,2022-01-04 07:24:00
4766,1075,AirPods,2022-01-04 07:25:00
4767,1070,AirTag,2022-01-04 07:26:00
4768,1002,iPhone 14,2022-01-04 07:27:00
4769,1009,Mac Mini,2022-01-04 07:28:00
4770,1097,iMac,2022-01-04 07:29:00
4771,1088,Apple Pencil,2022-01-04 07:30:00
4772,1034,AirPods Max,2022-01-04 07:31:00
4773,1079,AirPods Max,2022-01-04 07:32:00
4774,1001,iPhone SE,2022-01-04 07:33:00
4775,1023,iPhone SE,2022-01-04 07:34:00
4776,1073,MacBook Air,2022-01-04 07:35:00
4777,1037,iPhone 14,2022-01-04 07:36:00
4778,1021,iPhone 12,2022-01-04 07:37:00
4779,1025,iPhone 12,2022-01-04 07:38:00
4780,1042,iPad Mini,2022-01-04 07:39:00
4781,1054,AirPods Max,2022-01-04 07:40:00
4782,1038,AirTag,2022-01-04 07:41:00
4783,1090,iPad Pro,2022-01-04 07:42:00
4784,1028,iPhone 14,2022-01-04 07:43:00
4785,1019,iPad 9,2022-01-04 07:44:00
4786,1090,AirPods Max,2022-01-04 07:45:00
4787,1040,MacBook Pro,2022-01-04 07:46:00
4788,1053,MacBook 16,2022-01-04 07:47:00
4789,1019,iPad Pro,2022-01-04 07:48:00
4790,1018,MacBook 16,2022-01-04 07:49:00
4791,1083,AirPods Max,2022-01-04 07:50:00
4792,1098,iPhone 12,2022-01-04 07:51:00
4793,1065,iPhone SE,2022-01-04 07:52:00
4794,1029,HomePod,2022-01-04 07:53:00
4795,1052,AirPods,2022-01-04 07:54:00
4796,1033,HomePod,2022-01-04 07:55:00
4797,1021,Apple Pencil,2022-01-04 07:56:00
4798,1066,HomePod,2022-01-04 07:57:00
4799,1005,Mac Mini,2022-01-04 07:58:00
4800,1078,iPad Mini,2022-01-04 07:59:00
4801,1026,AirPods,2022-01-04 08:00:00
4802,1009,iPad Mini,2022-01-04 08:01:00
4803,1072,iMac,2022-01-04 08:02:00
4804,1096,iPad Pro,2022-01-04 08:03:00
4805,1095,iPhone SE,2022-01-04 08:04:00
4806,1047,iPhone 13,2022-01-04 08:05:00
4807,1069,iPad Mini,2022-01-04 08:06:00
4808,1058,AirPods Max,2022-01-04 08:07:00
4809,1099,iPhone 13,2022-01-04 08:08:00
4810,1058,MacBook Air,2022-01-04 08:09:00
4811,1001,iPhone 14,2022-01-04 08:10:00
4812,1028,iPhone 12,2022-01-04 08:11:00
4813,1067,iPhone SE,2022-01-04 08:12:00
4814,1064,iPad 9,2022-01-04 08:13:00
4815,1082,HomePod,2022-01-04 08:14:00
4816,1025,iPhone 12,2022-01-04 08:15:00
4817,1088,Apple Pencil,2022-01-04 08:16:00
4818,1009,HomePod,2022-01-04 08:17:00
4819,1052,Apple Pencil,2022-01-04 08:18:00
4820,1078,iPhone 12,2022-01-04 08:19:00
4821,1058,AirTag,2022-01-04 08:20:00
4822,1021,iPhone 13,2022-01-04 08:21:00
4823,1050,MacBook Pro,2022-01-04 08:22:00
4824,1047,iMac,2022-01-04 08:23:00
4825,1020,iPad 9,2022-01-04 08:24:00
4826,1021,iPhone SE,2022-01-04 08:25:00
4827,1099,Apple Pencil,2022-01-04 08:26:00
4828,1097,MacBook Pro,2022-01-04 08:27:00
4829,1029,MacBook Air,2022-01-04 08:28:00
4830,1024,Mac Mini,2022-01-04 08:29:00
4831,1027,iMac,2022-01-04 08:30:00
4832,1064,Apple Watch,2022-01-04 08:31:00
4833,1044,iPad 9,2022-01-04 08:32:00
4834,1067,AirPods Pro,2022-01-04 08:33:00
4835,1006,HomePod,2022-01-04 08:34:00
4836,1048,AirPods,2022-01-04 08:35:00
4837,1008,iMac,2022-01-04 08:36:00
4838,1035,AirPods Max,2022-01-04 08:37:00
4839,1082,iPhone 14,2022-01-04 08:38:00
4840,1000,Apple Pencil,2022-01-04 08:39:00
4841,1009,iPhone 14,2022-01-04 08:40:00
4842,1035,MacBook 16,2022-01-04 08:41:00
4843,1072,iPhone SE,2022-01-04 08:42:00
4844,1045,Apple Watch,2022-01-04 08:43:00
4845,1031,iPhone 13,2022-01-04 08:44:00
4846,1031,iPhone 12,2022-01-04 08:45:00
4847,1005,iPhone 14,2022-01-04 08:46:00
4848,1047,MacBook Air,2022-01-04 08:47:00
4849,1037,HomePod,2022-01-04 08:48:00
4850,1016,iPad Pro,2022-01-04 08:49:00
4851,1073,iPad Pro,2022-01-04 08:50:00
4852,1026,iPad Pro,2022-01-04 08:51:00
4853,1053,AirPods Pro,2022-01-04 08:52:00
4854,1049,AirPods Pro,2022-01-04 08:53:00
4855,1034,Apple Watch,2022-01-04 08:54:00
4856,1084,iPhone 12,2022-01-04 08:55:00
4857,1024,iPad Mini,2022-01-04 08:56:00
4858,1027,iPad Pro,2022-01-04 08:57:00
4859,1014,Mac Mini,2022-01-04 08:58:00
4860,1003,MacBook Air,2022-01-04 08:59:00
4861,1092,AirPods Pro,2022-01-04 09:00:00
4862,1072,Apple Pencil,2022-01-04 09:01:00
4863,1026,iPhone 13,2022-01-04 09:02:00
4864,1025,AirTag,2022-01-04 09:03:00
4865,1018,AirPods,2022-01-04 09:04:00
4866,1091,Apple Watch,2022-01-04 09:05:00
4867,1016,iPad Pro,2022-01-04 09:06:00
4868,1042,AirPods Max,2022-01-04 09:07:00
4869,1040,Mac Mini,2022-01-04 09:08:00
4870,1041,iPhone SE,2022-01-04 09:09:00
4871,1049,MacBook 16,2022-01-04 09:10:00
4872,1083,iPad 9,2022-01-04 09:11:00
4873,1039,iPad Pro,2022-01-04 09:12:00
4874,1038,Magic Keyboard,2022-01-04 09:13:00
4875,1022,HomePod,2022-01-04 09:14:00
4876,1095,AirPods Max,2022-01-04 09:15:00
4877,1051,Apple Pencil,2022-01-04 09:16:00
4878,1046,HomePod,2022-01-04 09:17:00
4879,1062,iMac,2022-01-04 09:18:00
4880,1096,MacBook Air,2022-01-04 09:19:00
4881,1068,AirPods Pro,2022-01-04 09:20:00
4882,1042,iPhone 13,2022-01-04 09:21:00
4883,1047,iPad Pro,2022-01-04 09:22:00
4884,1033,AirPods Max,2022-01-04 09:23:00
4885,1039,iPhone 12,2022-01-04 09:24:00
4886,1074,AirTag,2022-01-04 09:25:00
4887,1060,iPhone 14,2022-01-04 09:26:00
4888,1049,AirTag,2022-01-04 09:27:00
4889,1066,iPhone SE,2022-01-04 09:28:00
4890,1061,AirTag,2022-01-04 09:29:00
4891,1057,iPad Pro,2022-01-04 09:30:00
4892,1032,iPhone 12,2022-01-04 09:31:00
4893,1074,iPad Mini,2022-01-04 09:32:00
4894,1015,iPad 9,2022-01-04 09:33:00
4895,1081,HomePod,2022-01-04 09:34:00
4896,1093,MacBook Pro,2022-01-04 09:35:00
4897,1047,AirTag,2022-01-04 09:36:00
4898,1009,Magic Keyboard,2022-01-04 09:37:00
4899,1081,iPhone 12,2022-01-04 09:38:00
4900,1037,AirTag,2022-01-04 09:39:00
4901,1018,iPhone 14,2022-01-04 09:40:00
4902,1035,AirTag,2022-01-04 09:41:00
4903,1058,MacBook Pro,2022-01-04 09:42:00
4904,1062,iPad Mini,2022-01-04 09:43:00
4905,1076,Apple Pencil,2022-01-04 09:44:00
4906,1045,iPhone 14,2022-01-04 09:45:00
4907,1002,Magic Keyboard,2022-01-04 09:46:00
4908,1073,MacBook Pro,2022-01-04 09:47:00
4909,1064,AirTag,2022-01-04 09:48:00
4910,1090,HomePod,2022-01-04 09:49:00
4911,1007,Apple Watch,2022-01-04 09:50:00
4912,1050,iPhone 13,2022-01-04 09:51:00
4913,1080,AirPods,2022-01-04 09:52:00
4914,1072,iPhone 14,2022-01-04 09:53:00
4915,1005,iPhone SE,2022-01-04 09:54:00
4916,1088,AirPods Pro,2022-01-04 09:55:00
4917,1038,MacBook Air,2022-01-04 09:56:00
4918,1059,HomePod,2022-01-04 09:57:00
4919,1027,MacBook 16,2022-01-04 09:58:00
4920,1096,AirPods Max,2022-01-04 09:59:00
4921,1053,HomePod,2022-01-04 10:00:00
4922,1036,iPad 9,2022-01-04 10:01:00
4923,1008,MacBook Pro,2022-01-04 10:02:00
4924,1081,HomePod,2022-01-04 10:03:00
4925,1055,AirPods Max,2022-01-04 10:04:00
4926,1058,AirPods,2022-01-04 10:05:00
4927,1084,AirPods Pro,2022-01-04 10:06:00
4928,1001,Magic Keyboard,2022-01-04 10:07:00
4929,1060,iPad Mini,2022-01-04 10:08:00
4930,1057,MacBook Air,2022-01-04 10:09:00
4931,1059,AirPods Pro,2022-01-04 10:10:00
4932,1039,iPad Mini,2022-01-04 10:11:00
4933,1035,Magic Keyboard,2022-01-04 10:12:00
4934,1036,iPad 9,2022-01-04 10:13:00
4935,1078,iPhone 13,2022-01-04 10:14:00
4936,1091,AirPods,2022-01-04 10:15:00
4937,1017,AirPods,2022-01-04 10:16:00
4938,1097,iPhone 12,2022-01-04 10:17:00
4939,1062,iMac,2022-01-04 10:18:00
4940,1021,iPad Pro,2022-01-04 10:19:00
4941,1010,iPhone 12,2022-01-04 10:20:00
4942,1057,iMac,2022-01-04 10:21:00
4943,1056,AirTag,2022-01-04 10:22:00
4944,1076,Mac Mini,2022-01-04 10:23:00
4945,1003,AirPods Max,2022-01-04 10:24:00
4946,1085,iPhone 12,2022-01-04 10:25:00
4947,1006,HomePod,2022-01-04 10:26:00
4948,1060,iPad Mini,2022-01-04 10:27:00
4949,1053,iPad 9,2022-01-04 10:28:00
4950,1087,AirPods Pro,2022-01-04 10:29:00
4951,1067,iMac,2022-01-04 10:30:00
4952,1091,Mac Mini,2022-01-04 10:31:00
4953,1078,iPhone 13,2022-01-04 10:32:00
4954,1000,Mac Mini,2022-01-04 10:33:00
4955,1054,iPad Pro,2022-01-04 10:34:00
4956,1002,Mac Mini,2022-01-04 10:35:00
4957,1077,iMac,2022-01-04 10:36:00
